Year,State,Statname,County,City,Company,Namekey,Owner,Ownkey,OWNCODE,MILLCODE,TRADED,DEFSA,SAMAYBE,SAPLUS,VINTAGE,CIACODE2,REGCODE,TRADED2,DEFSA2,SAMAYBE2,SAPLUS2,VINTAGE2,FIRSTAPP,SAREAL,TRADED3,DEFLATOR, TOTVALUE , val1890 , VAL1900 , SPINDLES , WORKERS , LABOR , HILAZA , MANTA , METERS , HILAVAL , MANTAVAL , QUOTA 
1900,30,,,,"Cerritos, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 5,120,000 "," 6,245,426 "," 5,120,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 256,000 "
1902,30,Ver,Orizaba,,los cerritos,cerritos,CIDOSA,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1902,30,Ver,Nogales,,san lorenzo,lorenzo,CIDOSA,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 7,145,840 "," 8,716,565 "," 7,145,840 ",   ,   ,   ,   ,   ,   ,   ,   ," 357,292 "
1902,30,Ver,Tenango,,rio blanco,rio blanco,CIDOSA,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1902,30,,,,"Cerritos, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 7,145,840 "," 8,716,565 "," 7,145,840 ",   ,   ,   ,   ,   ,   ,   ,   ," 357,292 "
1904,30,Veracruz,Orizaba,,Los Cerritos,cerritos,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1904,30,Veracruz,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 7,200,000 "," 8,782,630 "," 7,200,000 ",,,   ,,,   ,,," 360,000 "
1904,30,Veracruz,Tenango,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1904,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 7,200,000 "," 8,782,630 "," 7,200,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 360,000 "
1905,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1905,30,Ver,Orizaba,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 7,200,000 "," 8,782,630 "," 7,200,000 ",,,,,,,,," 360,000 "
1905,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1905,30,Ver,Tenango,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1905,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 7,200,000 "," 8,782,630 "," 7,200,000 ",,,,,,,,," 360,000 "
1906,30,Ver,Orizaba,,Cerritos,cerritos,CIDOSA,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1906,30,Ver,Orizaba,,Cocolapam,cocolapan,CIDOSA,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 8,400,000 "," 10,246,402 "," 8,400,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 420,000 "
1906,30,Ver,Orizaba,,San Lorenzo,lorenzo,CIDOSA,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1906,30,Ver,Tenango,,Rio Blanco,rio blanco,CIDOSA,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1906,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 8,400,000 "," 10,246,402 "," 8,400,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 420,000 "
1909,30,Veracruz,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1909,30,Veracruz,Orizaba,,Cocolapam,cocolapam,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1909,30,Veracruz,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1909,30,Veracruz,Tenango,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 7,200,000 "," 8,782,630 "," 7,200,000 ",,,   ,,,   ,,," 360,000 "
1909,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 7,200,000 "," 8,782,630 "," 7,200,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 360,000 "
1910,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1910,30,Ver,Orizaba,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1910,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1910,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 4,000,000 "," 4,879,239 "," 4,000,000 ",,,,,,,,," 200,000 "
1910,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 4,000,000 "," 4,879,239 "," 4,000,000 ",,,,,,,,," 200,000 "
1911,30,Ver,Orizaba,,Cerritos,cerritos,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1911,30,Ver,Tenango,,Cocolapan,cocolapan,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1911,30,Ver,Nogales,,San Lorenzo,lorenzo,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,,,,,,,   
1911,30,Ver,Orizaba,,Rio Blanco,rio blanco,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 8,600,000 "," 10,490,364 "," 8,600,000 ",,,,,,,,," 430,000 "
1911,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,"Cia. Ind. de Orizaba, S.A.",,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820,,   ,   ,,,,,,,,,
1912,30,Veracruz,orizaba,,cerritos,cerritos,C.Ind. de Orizaba S.A.,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.718," 7,116,388 "," 9,910,024 "," 8,124,237 "," 11,044 ", 405 , 338 ,   ," 389,962 "," 8,823,280 ",   ,   ," 380,000 "
1912,30,Veracruz,orizaba,,cocolapan,cocolapan,C.Ind. de Orizaba S.A.,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.718,   ,   ,   ," 20,048 ", 602 , 502 ,   ," 36,160 "," 818,156 ",   ,   ,   
1912,30,Veracruz,nogales,,san lorenzo,lorenzo,C.Ind. de Orizaba S.A.,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.718,   ,   ,   ," 19,048 ", 642 , 535 ,   ," 523,200 "," 11,837,923 ",   ,   ,   
1912,30,Veracruz,tenango,,rio blanco,rio blanco,C.Ind. de Orizaba S.A.,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.718,   ,   ,   ," 42,568 "," 2,575 "," 2,146 ",   ," 579,586 "," 13,113,713 ",   ,   ,   
1912,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.718," 7,116,388 "," 9,910,024 "," 8,124,237 "," 92,708 "," 4,224 "," 3,520 ",   ," 1,528,908 "," 34,593,072 ",   ,   ," 380,000 "
1913,30,Veracruz,Orizaba,Orizaba,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.303," 8,418,214 "," 6,461,632 "," 5,297,246 "," 11,044 ", 469 , 391 ,   ," 260,782 "," 5,900,454 ",   ,   ," 188,800 "
1913,30,Veracruz,Orizaba,Orizaba,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.303,   ,   ,   ," 20,048 ", 600 , 500 ,   ," 324,754 "," 7,347,884 ",   ,   ,   
1913,30,Veracruz,Nogales,Orizaba,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.303,   ,   ,   ," 19,048 ", 642 , 535 ,   ," 437,516 "," 9,899,237 ",   ,   ,   
1913,30,Veracruz,Tenango,Orizaba,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.303,   ,   ,   ," 42,568 "," 2,567 "," 2,139 ",   ," 635,286 "," 14,373,981 ",   ,   ,   
1913,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.303," 8,418,214 "," 6,461,632 "," 5,297,246 "," 92,708 "," 4,278 "," 3,565 ",   ," 1,658,338 "," 37,521,556 ",   ,   ," 188,800 "
1914,30,Orizaba,Ver,,Cerritos,cerritos,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.058,   ,   ,   ,,,,,,,,,   
1914,30,Ver,Tenango,,Cocolapan,cocolapan,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.058," 4,440,800 "," 1,452,001 "," 1,190,350 ",,,,,,,,," 222,040 "
1914,30,Nogales,Ver,,San Lorenzo,lorenzo,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.058,   ,   ,   ,,,,,,,,,   
1914,30,Ver,Tenango,,Rio Blanco,rio blanco,"Cia. Ind. de Orizaba, S.A.",CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.058,   ,   ,   ,,,,,,,,,   
1914,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,"Cia. Ind. de Orizaba, S.A.",,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,3.058,,   ,   ,,,,,,,,,
1915,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.396,   ,   ,   ,,,,,,,,,   
1915,30,Ver,Orizaba,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.396,   ,   ,   ,,,,,,,,,   
1915,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.396,   ,   ,   ,,,,,,,,,   
1915,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.396," 30,000,000 "," 8,833,402 "," 7,241,623 ",,,,,,,,," 1,500,000 "
1915,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,3.396,,   ,   ,,,,,,,,,
1916,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.789,   ,   ,   ,,,,,,,,,   
1916,30,Ver,Orizaba,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.789,   ,   ,   ,,,,,,,,,   
1916,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.789,   ,   ,   ,,,,,,,,,   
1916,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.789," 30,000,000 "," 10,755,387 "," 8,817,266 ",,,,,,,,," 1,500,000 "
1916,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,2.789,,   ,   ,,,,,,,,,
1917,30,Veracruz,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.636,   ,   ,   ,,,   ,,,   ,,,   
1917,30,Veracruz,Orizaba,,Cocoloapan,cocolapan,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.636,   ,   ,   ,,,   ,,,   ,,,   
1917,30,Veracruz,Orizaba,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.636,   ,   ,   ,,,   ,,,   ,,,   
1917,30,Veracruz,Orizaba,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.636," 4,600,000 "," 2,811,564 "," 2,304,920 ",,,   ,,,   ,,," 230,000 "
1917,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.636," 4,600,000 "," 2,811,564 "," 2,304,920 ",   ,   ,   ,   ,   ,   ,   ,   ," 230,000 "
1918,30,Veracruz,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.635,   ,   ,   ,,,,,,,,,   
1918,30,Veracruz,Orizaba,,Cocoloapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.635,   ,   ,   ,,,,,,,,,   
1918,30,Veracruz,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.635,   ,   ,   ,,,,,,,,,   
1918,30,Veracruz,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.635," 4,600,000 "," 1,745,929 "," 1,431,313 ",,,,,,,,," 230,000 "
1918,30,Veracruz,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,2.635,,   ,   ,,,,,,,,,
1919,30,Ver,Orizaba,,Cerritos,cerritos,CIDOSA,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.838,   ,   ,   ,,,   ,,,   ,,,   
1919,30,Ver,Orizaba,,Cocolapan,cocolapan,CIDOSA,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.838,   ,   ,   ,,,   ,,,   ,,,   
1919,30,Ver,Orizaba,,San Lorenzo,lorenzo,CIDOSA,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.838,   ,   ,   ,,,   ,,,   ,,,   
1919,30,Ver,Orizaba,,Rio Blanco,rio blanco,CIDOSA,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,2.838," 4,800,000 "," 1,691,272 "," 1,386,505 ",,,   ,,,   ,,," 240,000 "
1919,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,2.838," 4,800,000 "," 1,691,272 "," 1,386,505 ",   ,   ,   ,   ,   ,   ,   ,   ," 240,000 "
1920,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.548,   ,   ,   ,,,,,,,,,   
1920,30,Ver,Orizaba,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.548,   ,   ,   ,,,,,,,,,   
1920,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.548,   ,   ,   ,,,,,,,,,   
1920,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,3.548," 4,800,000 "," 1,352,875 "," 1,109,087 ",,,,,,,,," 240,000 "
1920,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,3.548,,   ,   ,,,,,,,,,
1924,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.790,   ,   ,   ,,,   ,,,   ,,, -   
1924,30,Ver,Veracruz,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.790,   ,   ,   ,,,   ,,,   ,,, -   
1924,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.790,   ,   ,   ,,,   ,,,   ,,, -   
1924,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.790," 3,600,000 "," 2,010,836 "," 1,648,483 ",,,   ,,,   ,,," 180,000 "
1924,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.790," 3,600,000 "," 2,010,836 "," 1,648,483 ",   ,   ,   ,   ,   ,   ,   ,   ," 180,000 "
1925,30,Ver,Orizaba,,Cerritos,cerritos,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.479,   ,   ,   ,,,,,,,,,   
1925,30,Ver,Orizaba,,Cocolapan,cocolapan,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.479,   ,   ,   ,,,,,,,,,   
1925,30,Ver,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.479,   ,   ,   ,,,,,,,,,   
1925,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CIDOSA,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.479," 3,200,000 "," 2,164,063 "," 1,774,099 ",,,,,,,,," 160,000 "
1925,30,Ver,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,Cia Ind de Orizaba S.A.,,3004.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.479,,   ,   ,,,,,,,,,
1929,30,Ver,Orizaba,,Cerritos,cerritos,CIDOSA,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.269,   ,   ,   ,,,   ,,,   ,,,   
1929,30,Ver,Veracruz,,Cocolapan,cocolapan,CIDOSA,CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.269,   ,   ,   ,,,   ,,,   ,,,   
1929,30,Ver,Nogales,,San Lorenzo,lorenzo,CIDOSA,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.269," 3,000,000 "," 2,363,880 "," 1,937,909 ",,,   ,,,   ,,," 150,000 "
1929,30,Ver,Rio Blanco,,Rio Blanco,rio blanco,CIDOSA,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.269,   ,   ,   ,,,   ,,,   ,,,   
1929,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.269," 3,000,000 "," 2,363,880 "," 1,937,909 ",   ,   ,   ,   ,   ,   ,   ,   ," 150,000 "
1932,30,Veracruz,Orizaba,,Cerritos,cerritos,"Cia Ind de Orizaba, S.A.",CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.389,   ,   ,   ,,,   ,,,   ,,,   
1932,30,Veracruz,Orizaba,,Cocolapan,cocolapan,"Cia Ind de Orizaba, S.A.",CI Orizaba,3004.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.389,   ,   ,   ,,,   ,,,   ,,,   
1932,30,Veracruz,Nogales,,San Lorenzo,lorenzo,"Cia Ind de Orizaba, S.A.",CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.389," 2,000,000 "," 1,439,574 "," 1,180,163 ",,,   ,,,   ,,," 100,000 "
1932,30,Veracruz,Rio Blanco,,Rio Blanco,rio blanco,"Cia Ind de Orizaba, S.A.",CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.389,   ,   ,   ,,,   ,,,   ,,,   
1932,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.389," 2,000,000 "," 1,439,574 "," 1,180,163 ",   ,   ,   ,   ,   ,   ,   ,   ," 100,000 "
1843,18,Jal,Tepic-formerly part of Jalisco state,,Bellavista,bella vista,Sres. Castanos Fletes y Co.,"Castanos, Fletes",3099.0,62.0,0,0,1,1,0,4003,,0,0,1,1,0,7,0,0,,   ,   ,   ," 3,048 ",   ,   ," 173,394 ",   ,   ,   ,   ,   
1843,18,Jal,Tepic-formerly part of Jalisco,,Jauja,jauja,"Sres. Barron, Forbes y Compania","Barron, Forbes",3052.0,195.0,0,0,1,1,0,4003,,0,0,1,1,0,7,0,0,,   ,   ,   ," 3,744 ",   ,   ," 273,780 ",   ,   ,   ,   ,   
1843,18,,,,"Bellavista, Jauja",,,,3052.0,-,0,0,1,1,0,4003,6003,0,0,1,1,0,7,0,0,,   ,   ,   ," 6,792 ",   ,   ," 447,174 ",   ,   ,   ,   ,   
1844,18,Jal,Tepic-formerly part of Jalisco state,,Bella Vista,bella vista,,,3099.0,62.0,0,0,1,1,0,4003,,0,0,1,1,0,7,0,0,,   ,   ,   ," 3,048 ",   ,   ,   ," 13,361 "," 302,306 ",   ,   ,   
1844,18,Jal,Tepic-formerly part of Jalisco,,Jauja,jauja,,,3052.0,195.0,0,0,1,1,0,4003,,0,0,1,1,0,7,0,0,,   ,   ,   ," 3,744 ",   ,   ,   ," 11,522 "," 260,697 ",   ,   ,   
1844,18,,,,"Bellavista, Jauja",,,,3052.0,-,0,0,1,1,0,4003,6003,0,0,1,1,0,7,0,0,,   ,   ,   ," 6,792 ",   ,   ,   ," 24,883 "," 563,003 ",   ,   ,   
1845,18,Jal,Tepic-formerly part of Jalisco state,,Bella Vista,bella vista,,,3099.0,62.0,0,0,1,1,0,4003,,0,0,1,1,0,7,0,0,,   ,   ,   ," 2,900 ",   ,   ,   ," 15,330 "," 346,857 ",   ,   ,   
1845,18,Jal,Tepic-formerly part of Jalisco,,Jauja,jauja,,,3052.0,195.0,0,0,1,1,0,4003,,0,0,1,1,0,7,0,0,,   ,   ,   ," 3,600 ",   ,   ,   ," 15,564 "," 352,151 ",   ,   ,   
